Country,Time,Balance,Product,Value,Unit
Australia,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10507.068,GWh
Australia,Jan-25,Distribution Losses,Electricity,1184.9535,GWh
Australia,Jan-25,Final Consumption (Calculated),Electricity,23123.9217,GWh
Australia,Jan-25,Net Electricity Production,Wind,3067.9199,GWh
Denmark,Jan-25,Net Electricity Production,Electricity,3386.4806,GWh
Denmark,Jan-25,Net Electricity Production,Hydro,2.558,GWh
Denmark,Jan-25,Net Electricity Production,Total Combustible Fuels,1176.2213,GWh
Denmark,Jan-25,Net Electricity Production,"Coal, Peat and Manufactured Gases",164.7467,GWh
Denmark,Jan-25,Net Electricity Production,Natural Gas,148.3818,GWh
Denmark,Jan-25,Net Electricity Production,Solar,62.6112,GWh
Denmark,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2981.2401,GWh
Denmark,Jan-25,Total Imports,Electricity,2204.914,GWh
Denmark,Jan-25,Total Exports,Electricity,1759.6739,GWh
Denmark,Jan-25,Distribution Losses,Electricity,180.0413,GWh
Denmark,Jan-25,Final Consumption (Calculated),Electricity,3651.6794,GWh
Denmark,Jan-25,Net Electricity Production,Wind,2145.0902,GWh
France,Jan-25,Net Electricity Production,Electricity,56854.5621,GWh
France,Jan-25,Net Electricity Production,Nuclear,38768.3623,GWh
France,Jan-25,Net Electricity Production,Hydro,7518.2442,GWh
France,Jan-25,Net Electricity Production,Total Combustible Fuels,3798.2924,GWh
France,Jan-25,Net Electricity Production,Natural Gas,2719.8232,GWh
France,Jan-25,Net Electricity Production,Solar,1088.96,GWh
France,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15073.0794,GWh
France,Jan-25,Total Imports,Electricity,1868.0809,GWh
France,Jan-25,Total Exports,Electricity,8653.209,GWh
France,Jan-25,Distribution Losses,Electricity,4925.996,GWh
France,Jan-25,Final Consumption (Calculated),Electricity,44476.8658,GWh
France,Jan-25,Net Electricity Production,Wind,5517.6325,GWh
Germany,Jan-25,Net Electricity Production,Electricity,45522.9757,GWh
Germany,Jan-25,Net Electricity Production,Hydro,2264.1748,GWh
Germany,Jan-25,Net Electricity Production,Total Combustible Fuels,26330.6134,GWh
Germany,Jan-25,Net Electricity Production,"Coal, Peat and Manufactured Gases",11338.0514,GWh
Germany,Jan-25,Net Electricity Production,Natural Gas,10192.068,GWh
Germany,Jan-25,Net Electricity Production,Solar,2011.6845,GWh
Germany,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22813.7121,GWh
Germany,Jan-25,Total Imports,Electricity,6424.8698,GWh
Germany,Jan-25,Total Exports,Electricity,6274.67,GWh
Germany,Jan-25,Distribution Losses,Electricity,2679.6616,GWh
Germany,Jan-25,Final Consumption (Calculated),Electricity,42167.198,GWh
Germany,Jan-25,Net Electricity Production,Wind,14802.2259,GWh
Japan,Jan-25,Net Electricity Production,Electricity,89425.0806,GWh
Japan,Jan-25,Net Electricity Production,Nuclear,8336.2134,GWh
Japan,Jan-25,Net Electricity Production,Hydro,4973.0899,GWh
Japan,Jan-25,Net Electricity Production,Total Combustible Fuels,66957.3095,GWh
Japan,Jan-25,Net Electricity Production,"Coal, Peat and Manufactured Gases",28305.2533,GWh
Japan,Jan-25,Net Electricity Production,Natural Gas,29843.8702,GWh
Japan,Jan-25,Net Electricity Production,Solar,6243.4948,GWh
Japan,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16746.6093,GWh
Japan,Jan-25,Distribution Losses,Electricity,4600.4488,GWh
Japan,Jan-25,Final Consumption (Calculated),Electricity,82801.3726,GWh
Japan,Jan-25,Net Electricity Production,Wind,1258.9397,GWh
United Kingdom,Jan-25,Net Electricity Production,Electricity,28193.8216,GWh
United Kingdom,Jan-25,Net Electricity Production,Nuclear,3446.4031,GWh
United Kingdom,Jan-25,Net Electricity Production,Hydro,936.2247,GWh
United Kingdom,Jan-25,Net Electricity Production,Total Combustible Fuels,15687.7283,GWh
United Kingdom,Jan-25,Net Electricity Production,"Coal, Peat and Manufactured Gases",1.3171,GWh
United Kingdom,Jan-25,Net Electricity Production,Natural Gas,11789.3043,GWh
United Kingdom,Jan-25,Net Electricity Production,Solar,321.5186,GWh
United Kingdom,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12300.6967,GWh
United Kingdom,Jan-25,Total Imports,Electricity,3334.1965,GWh
United Kingdom,Jan-25,Total Exports,Electricity,781.3793,GWh
United Kingdom,Jan-25,Distribution Losses,Electricity,3370.6805,GWh
United Kingdom,Jan-25,Final Consumption (Calculated),Electricity,26956.8631,GWh
United Kingdom,Jan-25,Net Electricity Production,Wind,7716.0224,GWh
United States,Jan-25,Net Electricity Production,Electricity,410618.7963,GWh
United States,Jan-25,Net Electricity Production,Nuclear,71710.006,GWh
United States,Jan-25,Net Electricity Production,Hydro,23034.1999,GWh
United States,Jan-25,Net Electricity Production,Total Combustible Fuels,250947.1337,GWh
United States,Jan-25,Net Electricity Production,"Coal, Peat and Manufactured Gases",86677.9957,GWh
United States,Jan-25,Net Electricity Production,Natural Gas,154146.6075,GWh
United States,Jan-25,Net Electricity Production,Solar,19961.0532,GWh
United States,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",91877.8938,GWh
United States,Jan-25,Total Imports,Electricity,2110.4833,GWh
United States,Jan-25,Total Exports,Electricity,2183.948,GWh
United States,Jan-25,Distribution Losses,Electricity,27886.6054,GWh
United States,Jan-25,Final Consumption (Calculated),Electricity,380521.3439,GWh
United States,Jan-25,Net Electricity Production,Wind,43368.9248,GWh
People's Republic of China,Jan-25,Net Electricity Production,Electricity,761818.8335,GWh
People's Republic of China,Jan-25,Net Electricity Production,Nuclear,39361.6244,GWh
People's Republic of China,Jan-25,Net Electricity Production,Hydro,69591.7857,GWh
People's Republic of China,Jan-25,Net Electricity Production,Total Combustible Fuels,462867.3257,GWh
People's Republic of China,Jan-25,Net Electricity Production,"Coal, Peat and Manufactured Gases",424883.8309,GWh
People's Republic of China,Jan-25,Net Electricity Production,Natural Gas,21811.1442,GWh
People's Republic of China,Jan-25,Net Electricity Production,Solar,74563.9185,GWh
People's Republic of China,Jan-25,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",274504.1595,GWh
People's Republic of China,Jan-25,Net Electricity Production,Wind,115417.9836,GWh
Australia,Dec-24,Net Electricity Production,Electricity,24109.2205,GWh
Australia,Dec-24,Net Electricity Production,Hydro,969.532,GWh
Australia,Dec-24,Net Electricity Production,Total Combustible Fuels,13647.1226,GWh
Australia,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",9554.5578,GWh
Australia,Dec-24,Net Electricity Production,Natural Gas,3519.458,GWh
Australia,Dec-24,Net Electricity Production,Solar,6630.7481,GWh
Australia,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10684.8525,GWh
Australia,Dec-24,Distribution Losses,Electricity,1171.7729,GWh
Australia,Dec-24,Final Consumption (Calculated),Electricity,22853.8202,GWh
Australia,Dec-24,Net Electricity Production,Wind,2861.8179,GWh
Denmark,Dec-24,Net Electricity Production,Electricity,3402.4688,GWh
Denmark,Dec-24,Net Electricity Production,Total Combustible Fuels,1140.3762,GWh
Denmark,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",272.4701,GWh
Denmark,Dec-24,Net Electricity Production,Natural Gas,117.4135,GWh
Denmark,Dec-24,Net Electricity Production,Solar,31.0033,GWh
Denmark,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2939.6125,GWh
Denmark,Dec-24,Total Imports,Electricity,2228.167,GWh
Denmark,Dec-24,Total Exports,Electricity,2026.7879,GWh
Denmark,Dec-24,Distribution Losses,Electricity,179.775,GWh
Denmark,Dec-24,Final Consumption (Calculated),Electricity,3424.0729,GWh
Denmark,Dec-24,Net Electricity Production,Wind,2231.0893,GWh
France,Dec-24,Net Electricity Production,Electricity,53048.5369,GWh
France,Dec-24,Net Electricity Production,Nuclear,36654.2976,GWh
France,Dec-24,Net Electricity Production,Hydro,6909.3684,GWh
France,Dec-24,Net Electricity Production,Total Combustible Fuels,3218.1533,GWh
France,Dec-24,Net Electricity Production,Natural Gas,2415.7262,GWh
France,Dec-24,Net Electricity Production,Solar,864.7223,GWh
France,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13685.2158,GWh
France,Dec-24,Total Imports,Electricity,1518.0003,GWh
France,Dec-24,Total Exports,Electricity,8273.3672,GWh
France,Dec-24,Distribution Losses,Electricity,4574.8101,GWh
France,Dec-24,Final Consumption (Calculated),Electricity,41058.6187,GWh
France,Dec-24,Net Electricity Production,Wind,5238.9246,GWh
Germany,Dec-24,Net Electricity Production,Electricity,42748.3323,GWh
Germany,Dec-24,Net Electricity Production,Hydro,2241.2938,GWh
Germany,Dec-24,Net Electricity Production,Total Combustible Fuels,23653.7922,GWh
Germany,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",10463.5312,GWh
Germany,Dec-24,Net Electricity Production,Natural Gas,8633.1344,GWh
Germany,Dec-24,Net Electricity Production,Solar,1283.7326,GWh
Germany,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22652.5993,GWh
Germany,Dec-24,Total Imports,Electricity,6272.6314,GWh
Germany,Dec-24,Total Exports,Electricity,6445.2339,GWh
Germany,Dec-24,Distribution Losses,Electricity,2488.1477,GWh
Germany,Dec-24,Final Consumption (Calculated),Electricity,39268.6677,GWh
Germany,Dec-24,Net Electricity Production,Wind,15408.7563,GWh
Japan,Dec-24,Net Electricity Production,Electricity,84124.5287,GWh
Japan,Dec-24,Net Electricity Production,Nuclear,8092.2689,GWh
Japan,Dec-24,Net Electricity Production,Hydro,5248.1835,GWh
Japan,Dec-24,Net Electricity Production,Total Combustible Fuels,61654.2204,GWh
Japan,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",25399.5831,GWh
Japan,Dec-24,Net Electricity Production,Natural Gas,28395.6451,GWh
Japan,Dec-24,Net Electricity Production,Solar,5842.8473,GWh
Japan,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16808.67,GWh
Japan,Dec-24,Distribution Losses,Electricity,4327.7634,GWh
Japan,Dec-24,Final Consumption (Calculated),Electricity,77803.5929,GWh
Japan,Dec-24,Net Electricity Production,Wind,1634.146,GWh
United Kingdom,Dec-24,Net Electricity Production,Electricity,26639.4439,GWh
United Kingdom,Dec-24,Net Electricity Production,Nuclear,3208.4649,GWh
United Kingdom,Dec-24,Net Electricity Production,Hydro,1141.9852,GWh
United Kingdom,Dec-24,Net Electricity Production,Total Combustible Fuels,12123.6646,GWh
United Kingdom,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",1.2884,GWh
United Kingdom,Dec-24,Net Electricity Production,Natural Gas,8362.3627,GWh
United Kingdom,Dec-24,Net Electricity Production,Solar,258.0784,GWh
United Kingdom,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14405.465,GWh
United Kingdom,Dec-24,Total Imports,Electricity,2970.6724,GWh
United Kingdom,Dec-24,Total Exports,Electricity,975.9059,GWh
United Kingdom,Dec-24,Distribution Losses,Electricity,3251.4151,GWh
United Kingdom,Dec-24,Final Consumption (Calculated),Electricity,24979.2814,GWh
United Kingdom,Dec-24,Net Electricity Production,Wind,9821.3264,GWh
United States,Dec-24,Net Electricity Production,Electricity,368729.881,GWh
United States,Dec-24,Net Electricity Production,Nuclear,71171.3833,GWh
United States,Dec-24,Net Electricity Production,Hydro,22150.3298,GWh
United States,Dec-24,Net Electricity Production,Total Combustible Fuels,216686.326,GWh
United States,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",65992.9574,GWh
United States,Dec-24,Net Electricity Production,Natural Gas,143196.3144,GWh
United States,Dec-24,Net Electricity Production,Solar,16815.29,GWh
United States,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",84609.3993,GWh
United States,Dec-24,Total Imports,Electricity,2074.1188,GWh
United States,Dec-24,Total Exports,Electricity,1140.2625,GWh
United States,Dec-24,Distribution Losses,Electricity,24067.7202,GWh
United States,Dec-24,Final Consumption (Calculated),Electricity,343509.4059,GWh
United States,Dec-24,Net Electricity Production,Wind,40098.1043,GWh
People's Republic of China,Dec-24,Net Electricity Production,Electricity,870431.2406,GWh
People's Republic of China,Dec-24,Net Electricity Production,Nuclear,39981.7979,GWh
People's Republic of China,Dec-24,Net Electricity Production,Hydro,88135.3577,GWh
People's Republic of China,Dec-24,Net Electricity Production,Total Combustible Fuels,575302.0409,GWh
People's Republic of China,Dec-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",530205.2969,GWh
People's Republic of China,Dec-24,Net Electricity Production,Natural Gas,25646.3591,GWh
People's Republic of China,Dec-24,Net Electricity Production,Solar,65216.5166,GWh
People's Republic of China,Dec-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",273107.2658,GWh
People's Republic of China,Dec-24,Net Electricity Production,Wind,101779.3762,GWh
Australia,Nov-24,Net Electricity Production,Electricity,22002.1775,GWh
Australia,Nov-24,Net Electricity Production,Hydro,1230.6385,GWh
Australia,Nov-24,Net Electricity Production,Total Combustible Fuels,12487.6657,GWh
Australia,Nov-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",8625.9148,GWh
Australia,Nov-24,Net Electricity Production,Natural Gas,3320.9663,GWh
Australia,Nov-24,Net Electricity Production,Solar,5557.2833,GWh
Australia,Nov-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9724.7034,GWh
Australia,Nov-24,Distribution Losses,Electricity,1069.3649,GWh
Australia,Nov-24,Final Consumption (Calculated),Electricity,20826.6633,GWh
Australia,Nov-24,Net Electricity Production,Wind,2726.5899,GWh
Denmark,Nov-24,Net Electricity Production,Electricity,2943.9882,GWh
Denmark,Nov-24,Net Electricity Production,Total Combustible Fuels,1214.4204,GWh
Denmark,Nov-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",347.2719,GWh
Denmark,Nov-24,Net Electricity Production,Natural Gas,121.1988,GWh
Denmark,Nov-24,Net Electricity Production,Solar,70.9307,GWh
Denmark,Nov-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2404.105,GWh
Denmark,Nov-24,Total Imports,Electricity,2225.439,GWh
Denmark,Nov-24,Total Exports,Electricity,1730.9559,GWh
Denmark,Nov-24,Distribution Losses,Electricity,181.311,GWh
Denmark,Nov-24,Final Consumption (Calculated),Electricity,3257.1604,GWh
Denmark,Nov-24,Net Electricity Production,Wind,1658.6371,GWh
France,Nov-24,Net Electricity Production,Electricity,46880.0523,GWh
France,Nov-24,Net Electricity Production,Nuclear,33031.7616,GWh
France,Nov-24,Net Electricity Production,Hydro,5386.908,GWh
France,Nov-24,Net Electricity Production,Total Combustible Fuels,3189.9007,GWh
France,Nov-24,Net Electricity Production,Natural Gas,2501.1009,GWh
France,Nov-24,Net Electricity Production,Solar,1147.3353,GWh
France,Nov-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11053.8926,GWh
France,Nov-24,Total Imports,Electricity,851.6966,GWh
France,Nov-24,Total Exports,Electricity,8372.4768,GWh
France,Nov-24,Distribution Losses,Electricity,3657.0059,GWh
France,Nov-24,Final Consumption (Calculated),Electricity,35118.9281,GWh
France,Nov-24,Net Electricity Production,Wind,3961.076,GWh
Germany,Nov-24,Net Electricity Production,Electricity,41083.5126,GWh
Germany,Nov-24,Net Electricity Production,Hydro,1857.2585,GWh
Germany,Nov-24,Net Electricity Production,Total Combustible Fuels,25295.6818,GWh
Germany,Nov-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",12011.5844,GWh
Germany,Nov-24,Net Electricity Production,Natural Gas,8786.4676,GWh
Germany,Nov-24,Net Electricity Production,Solar,1874.753,GWh
Germany,Nov-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19212.952,GWh
Germany,Nov-24,Total Imports,Electricity,6669.4483,GWh
Germany,Nov-24,Total Exports,Electricity,5407.822,GWh
Germany,Nov-24,Distribution Losses,Electricity,2331.2969,GWh
Germany,Nov-24,Final Consumption (Calculated),Electricity,39315.2847,GWh
Germany,Nov-24,Net Electricity Production,Wind,11904.0407,GWh
Japan,Nov-24,Net Electricity Production,Electricity,71180.0402,GWh
Japan,Nov-24,Net Electricity Production,Nuclear,6848.6217,GWh
Japan,Nov-24,Net Electricity Production,Hydro,5532.2458,GWh
Japan,Nov-24,Net Electricity Production,Total Combustible Fuels,49751.2965,GWh
Japan,Nov-24,Net Electricity Production,"Coal, Peat and Manufactured Gases",21024.0399,GWh
Japan,Nov-24,Net Electricity Production,Natural Gas,22396.3855,GWh
Japan,Nov-24,Net Electricity Production,Solar,6319.3842,GWh
Japan,Nov-24,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16480.7534,GWh
Japan,Nov-24,Distribution Losses,Electricity,3661.8377,GWh
